word,bVoice_sym1,bVoice_sym2
coaster,'koʊ stɚ,
conditioner, kən 'dɪ ʃə nɚ,
cone, koʊn,
deaf, dɛf,
dismiss, dɪs 'mɪs,
dive, daɪv,
drum, dɹʌm,
error,'ɛ ɹɚ,
errors,'ɛ ɹɚz,
essay,'ɛ seɪ,
hers, hɚz,
jewelry,'ʤul ɹi,
mercy,'mɚ si,
naturally,'næ ʧɹə li,
nickel,'nɪ kəl,
object,'ɑb ʤɪkt, əb 'ʤɛkt (def: to refuse)
objects,'ɑb ʤɛks,
scissors,'sɪ zɚz,
secretly,'si kɹɪ tli,
smack, smæk,
supportive, sə 'poɚ ɾɪv,
waffle,'wɑ fəl,
wisdom,'wɪz dəm,
woo, wu,
butler,'bʌ tlɚ,
cashed, kæʃt,
deadly,'dɛ dli,
delicate,'dɛ lə kɪt,
document,'dɑ kjə mənt,
documents,'dɑ kjə mənts,
emotionally, ɪ 'moʊ ʃə nəl li,
establish, ɪ 'stæ blɪʃ,
flute, flut,
gorilla, gɚ 'ɪ lə,
groom, gɹum,
horror,'hɔ ɹɚ,
humanities, hju 'mæ nɪ ɾiz,
humanity, hju 'mæ nə ɾi,
maker,'meɪ kɚ,
martini, mɑɚ 'ti ni,
mob, mɑb,
mud, mʌd,
neediest,'ni ɾi ɪst,
needy,'ni ɾi,
psychic,'saɪ kɪk,
reduce, ɹə 'dus,
retarded, ɹɪ 'tɑɚ dɪd,
rod, ɹɑd,
rubber,'ɹʌ bɚ,
rug, ɹʌg,
steer,'sti ɚ,
succeed, sək 'sid,
symbol,'sɪm bəl,
symbols,'sɪm bəlz,
testify,'tɛ stə faɪ,
thirsty,'θɚ sti,
traditional, tɹə 'dɪ ʃə nəl,
basic,'beɪ sɪk,
behalf, bə 'hæf,
bridesmaid,'bɹaɪdz meɪd,
chore, ʧoɚ,
chores, ʧoɚz,
coin, koɪn,
crowded,'kɹaʊ ɾɪd,
envelope,'ɛn və loʊp,
facility, fə 'sɪ lə ɾi,
greetings,'gɹi ɾɪŋz,
medication, mɛ ɾə 'keɪ ʃən,
necessarily, nɛ sə 'seɪ ɹə li,
organize,'oɚ gə naɪz,
overreact, oʊ vɚ ɹi 'ækt,
pageant,'pæ ʤənt,
principle,'pɹɪns əp əl,
rabbi,'ɹæ baɪ,
skirt, skɚt,
sneeze, sniz,
tastiest,'teɪ sti əst,
tasty,'teɪ sti,
tobacco, tə 'bæ koʊ,
dedicate,'dɛ ɾɪ keɪt,
despite, də 'spaɪt,
download,'daʊn loʊd,
downloaded,'daʊn loʊ ɾɪd,
downloading,'daʊn loʊ ɾɪŋ,
downloads,'daʊn loʊdz,
fetus,'fi ɾəs,
frighten,'fɹaɪ tən,
grateful,'gɹeɪt fəl,
gravity,'gɹæ və ɾi,
hail, heɪl,
hay, heɪ,
hideous,'hɪ ɾi əs,(def: appalling)
hobby,'hɑ bi,
legally,'li gə li,
lobby,'lɑ bi,
lung, lʌŋ,
musician, mju 'zɪ ʃən,
pettier,'pɛ ɾi ɚ,
pettiest,'pɛ ɾi əst,
petty,'pɛ ti,
plot, plɑt,
presence,'pɹɛ zəns,
promotion, pɹə 'moʊ ʃən,
radioactive, ɹeɪ ɾi oʊ 'æk tɪv,
relief, ɹə 'lif,
resource,'ɹi soɚs,
resources,'ɹi soɚ sɪz,
sailor,'seɪ lɚ,
sober,'soʊ bɚ,
sofa,'soʊ fʌ,
tavern,'tæ vɚn,
toaster,'toʊ stɚ,
annual,'æ nju əl,
bathe, beɪð,
burrito, bə 'ɹi ɾoʊ,
catalog,'kæ ɾə lɑg,
cheerleader,'ʧiɚ li ɾɚ,
combination, kɑm bə 'neɪ ʃən,
combine, kəm 'baɪn,
conclusion, kən 'klu ʒən,
cotton,'kɑ tən,
crab, kɹæb,
crib, kɹɪb,
erase, ɪ 'ɹeɪs,
fairly,'feɚ li,
fund, fʌnd,
funds, fʌndz,
hog, hɑg,(def(n): pig; def(vb): to occupy selfishly)
hurricane,'hɚ ə keɪn,
July, ʤə 'laɪ,
mansion,'mæn ʃən,
motorcycle,'moʊ ɾɚ saɪ kəl,
pigeon,'pɪ ʤɪn,
politics,'pɑ lə tɪks,
proper,'pɹɑ pɚ,
qualify,'kwɑ lə faɪ,
receptionist, ɹɪ 'sɛp ʃə nɪst,
recover, ɹə 'kʌ vɚ,
sarcasm,'sɑɚ kæ zəm,
sheriff,'ʃeɚ əf,
soy, soɪ,
soya,'soɪ ə,
suspicious, sə 'spɪ ʃəs,
sweaty,'swɛ ɾi,
technique, tɛk 'nik,
thigh, θaɪ,
toxic,'tɑk sɪk,
vest, vɛst,
amusement, ʌ 'mjuz mənt,
average,'æ vɹɪʤ,
backpack,'bæk pæk,
balance,'bæ ləns,
beverage,'bɛ vɹɪʤ,
boxer,'bɑk sɚ,
confession, kən 'fɛ ʃən,
deeply,'di pli,
fabric,'fæ bɹɪk,
hosted,'hoʊ stɪd,
hosting,'hoʊ stɪŋ,
hybrid,'haɪ bɹɪd,
increase, ɪn 'kɹis,
meth, mɛθ,
prevent, pɹə 'vɛnt,
prisoner,'pɹɪ zə nɚ,
protection, pɹə 'tɛk ʃən,
queer, kwiɚ,
refresh, ɹɪ 'fɹɛʃ,
strap, stɹæp,
tray, tɹeɪ,
yuck, jʌk,
academy, ə 'kæ ɾə mi,
anus,'eɪ nəs,
babysitter,'beɪ bi sɪ ɾɚ,
banner,'bæ nɚ,
beneath, bə 'niθ,
bid, bɪd,
bidding,'bɪ ɾɪŋ,
bladder,'blæ ɾɚ,
bud, bʌd,
cult, kʌlt,
dealer,'di lɚ,
flesh, flɛʃ,
fulfill, fʊl 'fɪl,
hint, hɪnt,
identify, aɪ 'dɛn tə faɪ, aɪ 'dɛ nə faɪ
intimidate, ɪn 'tɪ mɪ deɪt,
leather,'lɛ ðɚ,
madness,'mæd nəs,
merely,'miɚ li,
mole, moʊl,(def: spy / animal / unit)
Nazi,'nɑt si,
passionate,'pæ ʃə nɪt,
rap, ɹæp,
recent,'ɹi sɪnt,
riot,'ɹaɪ jət,
satellite,'sæ ɾə laɪt,
shampoo, ʃæm 'pu,
sleepiest,'sli pi əst,
sleepy,'sli pi,
spray, spɹeɪ,
straw, stɹɔ,
supermarket,'su pɚ mɑɚ kɪt,
tend, tɛnd,
umbrella, ʌm 'bɹɛ lʌ,
vomit,'vɑ mɪt,
wrestler,'ɹɛ slɚ,
chess, ʧɛs,
chin, ʧɪn,
clip, klɪp,
concept,'kɑn sɛpt,
core, koɚ,
deed, did,
destruction, dɪ 'stɹʌk ʃən,
display, dɪ 'spleɪ,
DNA,'di ɛn eɪ,
eighth, eɪtθ,
eliminate, ɪ 'lɪ mə neɪt,
geese, gis,
goose, gus,
homosexual, hoʊ mə 'sɛk ʃu əl,
invention, ɪn 'vɛn ʃən,
marathon,'meɚ ə θɑn,
minus,'maɪ nəs,
paperwork,'peɪ pɚ wɚk,
pilgrim,'pɪl gɹəm,
plug, plʌg,
replacement, ɹə 'pleɪ smənt,
surrender, sə 'ɹɛn dɚ,
vacuum,'væ kjum,
absolute,'æb sə lut,
breeze, bɹiz,
crystal,'kɹɪ stəl,
data,'deɪ ɾʌ,'dæ ɾə
editor,'ɛ ɾə ɾɚ,
evolve, ɪ 'vɑlv,
flow, floʊ,
germ, ʤɚm,
grace, gɹeɪs,
harsh, hɑɚʃ,
harsher,'hɑɚ ʃɚ,
harshest,'hɑɚ ʃəst,
intelligence, ɪn 'tɛ lə ʤəns,
jaw, ʤɔ,
juicy,'ʤu si,
lipstick,'lɪp stɪk,
luckily,'lʌ kə li,
males, meɪlz,
medium,'mi ɾi jəm,
minority, maɪ 'noɚ ə ɾi,
overnight, oʊ vɚ 'naɪt,
particularly, pɚ 'tɪ kjə lɚ li,
payment,'peɪ mənt,
retirement, ɹə 'taɪ jɚ mɪnt,
scenario, sɪ 'neɪ ɹi oʊ,
scrub, skɹʌb,
shiny,'ʃaɪ ni,
thoughtful,'θɔt fəl,
tribe, tɹaɪb,
worthless,'wɚ θləs,
adjustment, ə 'ʤʌst mənt,
adoption, ʌ 'dɑp ʃən,
anyhow,'ɛ ni haʊ,
athlete,'æ θlit,
burst, bɚst,
cocoa,'koʊ koʊ,
constant,'kɑn stɪnt,
courtesy,'kɚ ɾə si,
cue, kju,
current,'kɚ ɹɪnt,
dough, doʊ,
embrace, ɛm 'bɹeɪs,
fax, fæks,
foolish,'fu lɪʃ,
locate,'loʊ keɪt,
memo,'mɛ moʊ,
mentally,'mɛ nə li,
minor,'maɪ nɚ,
monitor,'mɑ nə ɾɚ,
moo, mu,(def: cow's sound)
quote, kwoʊt,
raccoon, ɹæ 'kun,
seduce, sɪ 'dus,
sleeve, sliv,
strangle,'stɹeɪŋ gəl,
sunshine,'sʌn ʃaɪn,
tickle,'tɪ kəl,
tower,'taʊ wɚ,
troop, tɹup,
volume,'vɑ ljum,
acknowledge, ɪk 'nɑ lɪʤ,
addition, ʌ 'dɪ ʃən,
advanced, əd 'vænst,
bass, beɪs,(def: fish / low sounds)
businessman,'bɪz nə smæn,
businessmen,'bɪz nɪ smɛn,
classroom,'klæ sɹum,
clinic,'klɪ nɪk,
coward,'kaʊ wɚd,
driveway,'dɹaɪ vweɪ,
elect, ɪ 'lɛkt,
fist, fɪst,
grown-up,'gɹoʊ nʌp,
indicate,'ɪn də keɪt,
ingredient, ɪn 'gɹi ɾi ənt,
instance,'ɪn stəns,
June, ʤun,
lighten,'laɪ ɾən,
mailman,'meɪl mæn,
mailmen,'meɪl mɛn,
meteor,'mi ɾi jɚ,
mop, mɑp,
mushroom,'mʌ ʃɹum,
noble,'noʊ bəl,
pajamas, pə 'ʤɑ məz,
physically,'fɪ zɪ kli,
pro, pɹoʊ,
regarding, ɹɪ 'gɑɚ dɪŋ,
reverend,'ɹɛ vɹɪnd,
root, ɹut,
slutty,'slʌ ti,
sniff, snɪf,(def: to smell)
swell, swɛl,
amuse, ʌ 'ʌmjuz,
ancestor,'æn sɛ stɚ,
attic,'æ ɾɪk,
broccoli,'bɹɑ kli,
circumstance,'sɚ kəm stænts,
circumstances,'sɚ kəm stæn səz,
clothing,'kloʊ ðɪŋ,
decade,'dɛ keɪd,
disorder, dɪ 'soɚ ɾɚ,
dungeon,'dʌn ʤən,
evolution, ɛ və 'lu ʃən,
exception, ɪk 'sɛp ʃən,
function,'fʌŋk ʃən,
geek, gik,
glorious,'gloɚ ɹi əs,
gossip,'gɑ səp,
happily,'hæ pə li,
ID, aɪ di,
IDs, aɪ diz,
military,'mɪ lə tɛ ɹi,
nude, nud,
pan, pæn,
paradise,'peɚ ə daɪs,
pervert, pɚ 'vɚt,
pinch, pɪnʧ,
pity,'pɪ ɾi,
rotten,'ɹɑ tən,
seventh,'sɛ vənθ,
similar,'sɪ mə lɚ,
tractor,'tɹæk tɚ,
tunnel,'tʌ nəl,
vanilla, və 'nɪ lʌ,
violate,'vaɪ ə leɪt,
wreck, ɹɛk,
zip, zɪp,
bedtime,'bɛd taɪm,
cape, keɪp,
crossword,'kɹɑ swɚd,
designer, dɪ 'zaɪ nɚ,
enormous, ɪ 'noɚ məs,
extreme, ɛk 'stɹim,
fragile,'fɹæ ʤəl,
genetic, ʤə 'nɛ ɾɪk,
length, leɪŋkθ,
lightning,'laɪt nɪŋ,
magnificent, mæg 'nɪ fə sənt,
mankind, mæŋ 'kaɪnd,
marshmallow,'mɑɚ ʃmɛ loʊ,
meatball,'mit bɔl,
messiest,'mɛ si əst,
messy,'mɛ si,
mount, maʊnt,
navy,'neɪ vi,
oppose, ə 'poʊz,
passenger,'pæ sən ʤɚ,
playground,'pleɪ gɹaʊnd,
possession, pə 'zɛ ʃən,
proposal, pɹə 'poʊ zəl,
psycho,'saɪ koʊ,
rapping,'ɹæ pɪŋ,
Republican, ɹɪ 'pʌ blɪ kən,
stereotype,'steɚ ɹi oʊ taɪp,
sunglasses,'sʌn glæ sɪz,
temp, tɛmp,
thou, ðaʊ,
urinal,'jʊ ɹə nəl,
abuse, ʌ 'bjuz,
adjust, ə 'ʤʌst,
approval, ʌ 'pɹu vəl,
barrel,'beɚ ɹəl,
certificate, sɚ 'tɪ fɪ kɪt,
complex,'kɑm plɛks,
contestant, kən 'tɛ stənt,
era,'ɛ ɹə (Noun),'i ɹə (Proper Noun)
exhibit, ɪg 'zɪ bɪt,
fame, feɪm,
gene, ʤin,
hop, hɑp,
invisible, ɪn 'vɪ zə bəl,
kitten,'kɪ tɪn,
laptop,'læp tɑp,
maniac,'meɪ ni æk,
myth, mɪθ,
myths, mɪθs,
needle,'ni ɾəl,
prime, pɹaɪm,
puke, pjuk,
rating,'ɹeɪ ɾɪŋ,
reserve, ɹə 'zɚv,
sarcastic, sɑɚ 'kæ stɪk,
shelf, ʃɛlf,
shelves, ʃɛlvz,
skeleton,'skɛ lɪ tɪn,
submit, səb 'mɪt,
supervisor,'su pɚ vaɪ zɚ,
symptom,'sɪmp təm,
virus,'vaɪ ɹɪs,
weakness,'wik nɪs,
weaknesses,'wik nə səz,
applause, ə 'plɔz,
boil, boɪl,
brag, bɹæg,
buckle,'bʌ kəl,
burglar,'bɚ glɚ,
caller,'kɔ lɚ,
carton,'kɑɚ tən,
donkey,'dɑŋ ki,
entrance,'ɛn ʧɹɪns,
environmental, ɪn vaɪ ɚn 'mɛn təl,
equal,'i kwəl,
expand, ɪk 'spænd,
flu, flu,
forehead,'fɑɚ ɪd,
greet, gɹit,
greeting,'gɹi ɾɪŋ,
illness,'ɪl nɪs,
injure,'ɪn ʤɚ,
lifestyle,'laɪf staɪl,
objection, əb 'ʤɛk ʃən,
outrage,'aʊ tɹeɪʤ,
pasta,'pɑ stʌ,
practical,'pɹæk tɪ kəl,
recess,'ɹi sɛs,
recycle, ɹə 'saɪ kəl,
rehearse, ɹə 'hɚs,
roast, ɹoʊst,
salsa,'sɑl sə,
shred, ʃɹɛd,
sloppiest,'slɑ pi əst,
sloppy,'slɑ pi,
somewhat,'sʌm wʌt,
suitcase,'sut keɪs,
tense, tɛns,
valley,'væ li,
appetite,'æ pə taɪt,
association, ə soʊ si 'eɪ ʃən,
attorney, ʌ 'tɚ ni,
bicycle,'baɪ sɪ kəl,
bikini, bɪ 'ki ni,
bun, bʌn,
collar,'kɑ lɚ,
confront, kən 'fɹʌnt,
contribute, kən 'ʧɹɪ bjut,
critic,'kɹɪ ɾɪk,
deposit, də 'pɑ zɪt,
depressing, dɪ 'pɹɛ sɪŋ,
dime, daɪm,
discovery, dɪ 'skʌ vɚ ɹi,
effective, ə 'fɛk tɪv,
excitement, ɪk 'saɪt mɪnt,
expectation, ɛk spɛk 'teɪ ʃən,
eyebrow,'aɪ bɹaʊ,
fluffiest,'flʌ fi əst,
fluffy,'flʌ fi,
headache,'hɛ deɪk,
independent, ɪn dɪ 'pɛn dɪnt,
integrity, ɪn 'tɛ gɹɪ ɾi,
karma,'kɑɚ mə,
lizard,'lɪ zɚd,
logic,'lɑ ʤɪk,
nerve, nɚv,
plain, pleɪn,
poet,'poʊ wɪt,
quietly,'kwaɪ ə tli,
relative,'ɹɛ lə tɪv,
safely,'seɪ fli,
shrink, ʃɹɪŋk,
slam, slæm,
surprisingly, sə 'pɹaɪ zɪŋ li,
throughout, θɹu 'waʊt,
tournament,'toɚ nə mɪnt,
trail,'ʧɹeɪ əl,
wardrobe,'woɚ dɹoʊb,
wrist, ɹɪst,
alike, ə 'laɪk,
allergy,'æ lɚ ʤi,
atheist,'eɪ θi əst,
chamber,'ʧeɪm bɚ,
cheeseburger,'ʧiz bɚ gɚ,
claw, klɔ,
conscience,'kɑn ʃəns,
cuddle,'kʌ ɾəl,
cycle,'saɪ kəl,
elf, ɛlf,
elves, ɛlvz,
existence, ɪg 'zɪ stəns,
gallery,'gæ lɚ ɹi,
inner,'ɪ nɚ,
innermost,'ɪ nɚ moʊst,
instinct,'ɪn stɪŋkt,
instruction, ɪn 'stɹʌk ʃən,
layer,'leɪ jɚ,
loyal,'loɪ əl,
maintain, meɪn 'teɪn,
maintenance,'meɪnt nɪns,
meaningless,'mi nɪŋ ləs,
memorize,'mɛ mɚ ɹaɪz,
missile,'mɪ səl,
moist, moɪst,
moistest,'moɪ stəst,
nag, næg,
paintball,'peɪnt bɑl,
pattern,'pæ ɾɚn,
physicist,'fɪ zɪ sɪst,
pointless,'poɪn tlɪs,
polish,'pɑ lɪʃ,
refund,'ɹi fʌnd,
sitcom,'sɪt kɑm,
slight, slaɪt,
slightest,'slaɪ ɾəst,
starred, stɑɚd,
starring,'stɑɚ əŋ,
strip, stɹɪp,
temple,'tɛm pəl,
torture,'toɚ ʧɚ,
wax, wæks,
wooden,'wʊ ɾən,
awareness, ʌ 'weɚ nɪs,
baggage,'bæ gɪʤ,
buffet, bə 'feɪ,
cricket,'kɹɪ kət,
decorate,'dɛ kɚ ɹeɪt,
definition, dɛ fə 'nɪ ʃən,
development, də 'vɛ ləp mənt,
discipline,'dɪ sə plɪn,
entries,'ɛn ʧɹiz,
entry,'ɛn ʧɹi,
explosion, ɪk 'sploʊ ʒən,
hack, hæk,
hunter,'hʌn tɚ,
kite, kaɪt,
mortgage,'moɚ gɪʤ,
nacho,'nɑ ʧoʊ,
pact, pækt,
palace,'pæ lɪs,
password,'pæ swɚd,
pledge, plɛʤ,
pond, pɑnd,
pyramid,'piɚ ə mɪd,
resolution, ɹɛ zə 'lu ʃən,
rig, ɹɪg,
rigged, ɹɪgd,
sacrifice,'sæ kɹə faɪs,
sector,'sɛk tɚ,
sunset,'sʌn sɛt,
superior, su 'piɚ ɹi ɚ,
surgeon,'sɚ ʤɪn,
tease, tiz,
teasing,'ti zɪŋ,
thus, ðʌs,
vegetarian, vɛ ʤə 'teɚ i ɪn,
videotape,'vɪ ɾi oʊ teɪp,
viewing,'vju ɪŋ,
workout,'wɚ kaʊt,
antique, æn 'tik,
appeal, ə 'pi əl,
appealing, ʌ 'pi lɪŋ,
arrangement, ʌ 'ɹeɪnʤ mənt,
blues, bluz,
closure,'kloʊ ʒɚ,
cushion,'kʊ ʃɪn,
dramatic, dɹə 'mæ ɾɪk,
generally,'ʤɛ nɚ ɹə li,
guinea,'gɪ ni,
hysterical, hɪ 'steɚ ə kəl,
ill, ɪl,
lid, lɪd,
Mafia,'mɑ fi ə,
method,'mɛ θɪd,
outrageous,'aʊ tɹeɪ ʤəs,
peel,'pi əl,
rash, ɹæʃ,
rebel,'ɹɛ bəl,
so-called,'soʊ kɔld,
sophisticated, sə 'fɪ stɪ keɪ ɾɪd,
stool, stul,
struggle,'stɹʌ gəl,
subtle,'sʌ ɾəl,
suspend, sə 'spɛnd,
tension,'tɛn ʃɪn,
wealthier,'wɛl θi ɚ,
wealthiest,'wɛl θi əst,
wealthy,'wɛl θi,
aim, eɪm,
aims, eɪmz,
auto,'ɔ ɾoʊ,
autos,'ɔ ɾoʊz,
bowel,'baʊ əl,
bugging,'bʌ gɪŋ,
bummer,'bʌ mɚ,
cater,'keɪ ɾɚ,
CEO,'si i oʊ,
chubby,'ʧʌ bi,
comfort,'kʌm fɚt,
comforting,'kʌm fɚ ɾɪŋ,
conflict, kən 'flɪkt,
convert, kən 'vɚt,
dairy,'deɚ ɹi,
division, dɪ 'vɪ ʒən,
donation, doʊ 'neɪ ʃən,
edit,'ɛ ɾɪt,
edited,'ɛ ɾə ɾəd,
editing,'ɛ ɾə ɾɪŋ,
edits,'ɛ ɾɪts,
expire, ɪk 'spaɪ jɚ,
flyer,'flaɪ jɚ,
freakiest,'fɹi ki əst,
freaky,'fɹi ki,
goods, gʊdz,
hamster,'hæm stɚ,
honesty,'ɑ nɪ sti,
ignorant,'ɪg nɚ ənt,
inspiration, ɪn spɚ 'ɹeɪ ʃən,
masturbate, masturbate,
metaphor,'mɛ ɾə foɚ,
moral,'mɔ ɹəl,
motel, moʊ 'tɛl,
participate, pɑɚ 'tɪ sə peɪt,
radiation, ɹeɪ di 'eɪ ʃɪn,
raw, ɹɔ,
relate, ɹə 'leɪt,
resident,'ɹɛ zɪ dɪnt,
slot, slɑt,
southern,'sʌ ðɚn,
spiritual,'spiɚ ə ʧu wəl,
stickiest,'stɪ ki əst,
sticky,'stɪ ki,
three-way,'θɹi weɪ,
tin, tɪn,
workplace,'wɚk pleɪs,
zoom, zum,
activate,'æk tə veɪt,
bare, beɚ,
briefcase,'bɹif keɪs,
cologne, kə 'loʊn,
competitive, kəm 'pɛ ɾɪ ɾɪv,
depression, dɪ 'pɹɛ ʃɪn,
extend, ɪk 'stɛnd,
fighter,'faɪ ɾɚ,
gently,'ʤɛn tli,
graduation, gɹæ ʤu 'weɪ ʃən,
grief, gɹif,
growth, gɹoʊθ,
infect, ɪn 'fɛkt,
latte,'lɑ teɪ,
leak, lik,
loaf, loʊf,
logical,'lɑ ʤɪ kəl,
lure, lɚ,
macaroni, mæ kə 'ɹoʊ ni,
millennia, mə 'lɛ ni ə,
millennium, mə 'lɛ ni əm,
olive,'ɑ lɪv,
ordinary,'oɚ də neɪ ɹi,
outer,'aʊ ɾɚ,
outermost,'aʊ ɾɚ moʊst,
oxygen,'ɑk sə ʤən,
peaceful,'pi sfəl,
perfume,'pɚ fjum,
phony,'foʊ ni,
protocol,'pɹoʊ ɾə kɑl,
realistic, ɹi ə 'lɪ stɪk,
recital, ɹə 'saɪ ɾəl,
remarkable, ɹə 'mɑɚ kə bəl,
resume, ɹɪ 'zum,
sabotage,'sæ bə tɑʒ,
sadly,'sæ dli,
scar, skɑɚ,
sparkle,'spɑɚ kəl,
tow, toʊ,
towing,'toʊ ɪŋ,
vulnerable,'vʌl nɚ ə bəl,
wolf, wʊlf,
yum, jʌm,
addressing, ə 'dɹɛ sɪŋ,
agenda, ə 'ʤɛn də,
assign, ʌ 'saɪn,
autograph,'ɔ ɾə gɹæf,
await, ə 'weɪt,
billionaire,'bɪl jə neɚ,
buyer,'baɪ jɚ,
charade, ʃɚ 'eɪd,
collapse, kə 'læps,
conditioning, kən 'dɪ ʃə nɪŋ,
consequence,'kɑn sə kwɛns,
crooked,'kɹʊ kɪd,
cultural,'kʌl ʧɚ əl,
dawn, dɔn,
December, də 'sɛm bɚ,
deli,'dɛ li,(Mr. Sub)
examine, ɪg 'zæ mɪn,
fried, fɹaɪd,
frying,'fɹaɪ ɪŋ,
hood, hʊd,
hormone,'hoɚ moʊn,
hush, hʌʃ,
insecure,'ɪn sə kjɚ,
intention, ɪn 'tɛn ʃən,
international, ɪn tɚ 'næ ʃə nəl,
karaoke, keɚ ɹi 'oʊ ki,
lining,'laɪ nɪŋ,
maple,'meɪ pəl,
motor,'moʊ ɾɚ,
pose, poʊz,
posing,'poʊ zɪŋ,
psychiatrist, sə 'kaɪ ə tɹəst,
repair, ɹə 'peɚ,
steadier,'stɛ ɾi ɚ,
steadiest,'stɛ ɾi əst,
steady,'stɛ ɾi,
strategy,'stɹæ ɾə ʤi,
tempt, tɛmpt,
tent, tɛnt,
vet, vɛt,
bathtub,'bæθ tʌb,
bitching,'bɪ ʧɪŋ,
broad, bɹɔd,
brutal,'bɹu ɾəl,
buzz, bʌz,
campaign, kæm 'peɪn,
conduct,'kɑn dʌkt,
copier,'kɑ pi ɚ,
eternal, ə 'tɚ nəl,
foam, foʊm,
FYI, ɛ fwaɪ aɪ,
gag, gæg,
google,'gu gəl,
googled,'gu gəld,
googles,'gu gəlz,
googling,'gu glɪŋ,
greediest,'gɹi ɾi ɪst,
greedy,'gɹi ɾi,
kisser,'kɪ sɚ,
lava,'lɑ vʌ,
loosen,'lu sən,
mailbox,'meɪl bɑks,
naive, naɪ 'iv,
November, noʊ 'vɛm bɚ,
particle,'pɑɚ ɾə kəl,
permanent,'pɚ mə nənt,
perspective, pɚ 'spɛk tɪv,
privilege,'pɹɪ vlɪʤ,
resolve, ɹə 'zɔlv,
scarf, skɑɚf,
trainer,'tɹeɪ nɚ,
tumor,'tu mɚ,
unable, ʌ 'neɪ bəl,
unacceptable, ʌ næk 'sɛp tə bəl,
unfortunate, ʌn 'foɚ ʧə nət,
update,'ʌp deɪt,
updates,'ʌp deɪts,
vault, vɔlt,
volcano, vɔl 'keɪ noʊ,
weed, wid,
worthy,'wɚ ði,
addicted, ə 'dɪk tɪd,
bitter,'bɪ ɾɚ,
bitterer,'bɪ ɾɚ ɚ,
bitterest,'bɪ ɾɚ əst,
blog, blɑg,
booing,'bu ɪŋ,
braces,'bɹeɪ səz,
cashmere,'kæʒ miɚ,
chimp, ʧɪmp,
communist,'kɑ mjə nɪst,
consultant, kən 'sʌl tənt,
criticize,'kɹɪ ɾɪ saɪz,
cutie,'kju 'ti,
decaf,'di kæf,
demonstrate,'dɛ mən stɹeɪt,
denial, dɪ 'naɪ əl,
distraction, dɪ 'sʧɹæk ʃən,
dunk, dʌŋk,
edition, ə 'dɪ ʃən,
embarrassment, ɪm 'bɛ ɹə smənt,
extension, ɪk 'stɛn ʃɪn,
Frisbee,'fɹɪs bi,
grind, gɹaɪnd,
hairy,'heɚ ɹi,
handy,'hæn di,
humble,'hʌm bəl,
juggle,'ʤʌ gəl,
kit, kɪt,
loyalty,'loɪ əl ti,
lyric,'liɚ ɹɪk,
margarita, mɑɚ gɚ 'ɹi ɾʌ,
molest, mə 'lɛst,
occasionally, ə 'keɪ ʒə nə li,
overwhelm, oʊ vɚ 'wɛlm,
pharmacy,'fɑɚ mə si,
preserve, pɹə 'zɚv,
properly,'pɹɑ pɚ li,
restroom,'ɹɛ stɹum,
secure, sə 'kjʊɚ,
settlement,'sɛ ɾəl mɪnt,
sundae,'sʌn deɪ,
Thai, taɪ,
toad, toʊd,
trailer,'ʧɹeɪ lɚ,
transform, tɹæn 'sfoɚm,
uterus,'ju ɾɚ əs,
violation, vaɪ ə 'leɪ ʃɪn,
weekly,'wi kli,
advise, æd 'vaɪz,
altar,'ɑl tɚ,
assemblies, ə 'sɛm bliz,
assembly, ʌ 'sɛm bli,
beaver,'bi vɚ,
blazer,'bleɪ zɚ,
brief, bɹif,
compromise,'kɑm pɚ maɪz,
conspiracy, kən 'spiɚ ɹə si,
critical,'kɹɪ ɾɪ kəl,
devastated,'dɛ və steɪ ɾɪd,
disappointment, dɪ sə 'poɪnt mɪnt,
dumpster,'dʌmp stɚ,
feather,'fɛ ðɚ,
furious,'fjʊ ɹi ɪs,
goddess,'gɑ ɾəs,
housekeeper,'haʊ ski pɚ,
immature, ɪ mə 'ʧɚ,
jackpot,'ʤæk pɑt,
janitor,'ʤæ nə ɾɚ,
jungle,'ʤʌŋ gəl,
Korean,'kɹi ən,
lasagna, lɑ 'sɑ njə,
liberty,'lɪ bɚ ɾi,
opponent, ə 'poʊ nɪnt,
penguin,'pɛŋ gwɪn,
photographer, fə 'tɑ gɹə fɚ,
pimp, pɪmp,
processed,'pɹɑ sɛst,
processing,'pɹɑ sɛ sɪŋ,
racket,'ɹæ kɪt,(sports equipment or scam)
racquet,'ɹæ kɪt,(sports equipment or scam)
region,'ɹi ʤɪn,
robe, ɹoʊb,
sew, soʊ,
sewed, soʊd,
sewing,'soʊ ɪŋ,
sewn, soʊn,
sews, suz,
shatter,'ʃæ ɾɚ,
sickness,'sɪk nɪs,
sidekick,'saɪd kɪk,
spice, spaɪs,
starter,'stɑɚ ɾɚ,
stir, stɚ,
structure,'stɹʌk ʃɚ,
sub, sʌb,
tampon,'tæm pɑn,
touchdown,'tʌʧ daʊn,
anxiety, ɛŋ 'zaɪ ə ɾi,
bay, beɪ,
chemistry,'kɛ mə stɹi,
desperately,'dɛ spɹə tli,
diabetes, daɪ ə 'bi ɾiz,
diarrhea, daɪ jɚ 'ɹi jʌ,
dictionary,'dɪk ʃə neɚ ɹi,
dock, dɑk,
exploit, ɛk 'sploɪt,
fatty,'fæ ɾi,
fluid,'flu wɪd,
gender,'ʤɛn dɚ,
