word,bVoice_sym1,bVoice_sym2
silly,'sɪ li,
fed, fɛd,
feed, fid,
feeding,'fi ɾɪŋ,
feeds, fidz,
charge, ʧɑɚʤ,
charges,'ʧɑɚ ʤəz,
neither,'ni ðɚ,
stank, steɪŋk,
stink, stɪŋk,
stinking,'stɪŋ kɪŋ,
stinks, stɪŋks,
stunk, stʌŋk,
wash, wɑʃ,
washed, wɑʃt,
washes,'wɑ ʃɪz,
washing,'wɑ ʃɪŋ,
magic,'mæ ʤɪk,
plane, pleɪn,
planes, pleɪnz,
tinier,'taɪ ni ɚ,
tiniest,'taɪ ni əst,
tiny,'taɪ ni,
prison,'pɹɪ zɪn,
prisons,'pɹɪ zənz,
cause, kɔz,
caused, kɑzd,
causes,'kɑ zəz,
causing,'kɑ zɪŋ,
photo,'foʊ ɾoʊ,
photograph,'foʊ ɾə gɹæf,
photographs,'foʊ ɾə gɹæfs,
photos,'foʊ toʊz,
public,'pʌ blɪk,
button,'bʌ tən,
buttons,'bʌ ɾənz,
flower,'flaʊ wɚ,
flowers,'flaʊ wɚz,
memories,'mɛ mɚ iz,
memory,'mɛ mɚ ɹi,
owned, oʊnd,
owning,'oʊ nɪŋ,
owns, oʊnz,
base, beɪs,
based, beɪst,
bases,'beɪ səz,
basing,'beɪ sɪŋ,
involve, ɪn 'vɑlv,
involved, ɪn 'vɑlvd,
involves, ɪn 'vɑlvz,
involving, ɪn 'vɑl vɪŋ,
ma'am, mæm,
blame, bleɪm,
blamed, bleɪmd,
blames, bleɪmz,
blaming,'bleɪ mɪŋ,
tea, ti,
bike, baɪk,
bikes, baɪks,
freeze, fɹiz,
freezes,'fɹi zɪz,
freezing,'fɹi zɪŋ,
froze, fɹoʊz,
frozen,'fɹoʊ zɪn,
sexual,'sɛk ʃu wəl,
code, koʊd,
codes, koʊdz,
celebrate,'sɛ lə bɹeɪt,
celebrated,'sɛ lə bɹeɪ ɾɪd,
celebrates,'sɛ lə bɹeɪts,
celebrating,'sɛ lə bɹeɪ ɾɪŋ,
couch, kaʊʧ,
couches,'kaʊ ʧɪz,
price, pɹaɪs,
prices,'pɹaɪ səz,
assume, ʌ 'sum,
assumed, ə 'sumd,
assumes, ə 'sumz,
assuming, ə 'su mɪŋ,
delicious, dɪ 'lɪ ʃəs,
forties,'foɚ tiz,
forty,'foɚ ti,
player,'pleɪ jɚ,
players,'pleɪ ɚz,
soup, sup,
soups, sups,
waste, weɪst,
wasted,'weɪ stɪd,
wastes, weɪsts,
wasting,'weɪ stɪŋ,
coat, koʊt,
coats, koʊts,
doll, dɑl,
dolls, dɑlz,
securities, sɪ 'kjʊ ɹə ɾiz,
security, sə 'kjɚ ɹɪ ɾi,
warm, woɚm,
warmer,'woɚ mɚ,
warmest,'woɚ məst,
football,'fʊt bɔl,
footballs,'fʊt bɔlz,
model,'mɑ dəl,
models,'mɑ ɾəlz,
whose, huz,
besides, bə 'saɪdz,
middle,'mɪ dəl,
middles,'mɪ ɾəlz,
shop, ʃɑp,
shopped, ʃɑpt,
shopping,'ʃɑ pɪŋ,
shops, ʃɑps,
garbage,'gɑɚ bɪʤ,
client,'klaɪ ənt,
clients,'klaɪ ənts,
ground, gɹaʊnd,
lame, leɪm,
lamer,'leɪ mɚ,
lamest,'leɪ məst,
project,'pɹɑ ʤɛkt,
projects, pɚ 'ʤɛks,
dare, deɚ,
dared, deɚd,
dares,'deɪ ɚz,
daring,'deɚ ɹɪŋ,
episode,'ɛ pə soʊd,
glass, glæs,
glasses,'glæ səz,
green, gɹin,
lock, lɑk,
locked, lɑkt,
locking,'lɑ kɪŋ,
locks, lɑks,
award, ə 'woɚd,
straight, stɹeɪt,
unbelievable, ʌn bə 'li və bəl,
court, koɚt,
courts, koɚts,
experience, ɪk 'spɪ ɹi əns,
experiences, ɪk 'spɪ ɹi ən sɪz,
final,'faɪ nəl,
large, lɑɚʤ,
larger,'lɑɚ ʤɚ,
largest,'lɑɚ ʤəst,
salad,'sæ lɪd,
salads,'sæ lədz,
belong, bə 'lɔŋ,
belonged, bɪ 'lɔŋd,
belonging, bə 'lɔŋ ɪŋ,
belongs, bɪ 'lɔŋz,
fucks, fʌks,
station,'steɪ ʃɪn,
stations,'steɪ ʃənz,
area,'eɚ ɹi jʌ,
areas,'ɛ ɹi əz,
vote, voʊt,
voted,'voʊ ɾɪd,
votes, voʊts,
voting,'voʊ ɾɪŋ,
crime, kɹaɪm,
crimes, kɹaɪmz,
meat, mit,
meats, mits,
romantic, ɹoʊ 'mæn tɪk,
treat, tɹit,
treated,'tɹi ɾɪd,
treating,'tɹi ɾɪŋ,
treats, tɹits,
forward,'foɚ wɚd,
taste, teɪst,
tasted,'teɪ stɪd,
tastes, teɪsts,
tasting,'teɪ stɪŋ,
weight, weɪt,
weights, weɪts,
mail, meɪl,
mails, meɪlz,
boring,'boɚ ɹɪŋ,
cab, kæb,
cabs, kæbz,
information, ɪn fɚ 'meɪ ʃən,
total,'toʊ ɾəl,
channel,'ʧæ nəl,
channels,'ʧæ nəlz,
page, peɪʤ,
pages,'peɪ ʤəz,
suddenly,'sʌ dən li,
sake, seɪk,
sakes, seɪks,
Thanksgiving, θæŋks 'gɪ vɪŋ,
private,'pɹaɪ vɪt,
French, fɹɛnʧ,
winner,'wɪ nɚ,
winners,'wɪ nɚz,
past, pæst,
pen, pɛn,
pens, pɛnz,
twice, twaɪs,
cousin,'kʌ zɪn,
cousins,'kʌ zənz,
jealous,'ʤɛ ləs,
mess, mɛs,
messed, mɛst,
messes,'mɛ sɪz,
messing,'mɛ sɪŋ,
planet,'plæ nɪt,
scariest,'skɛ ɹi əst,
scary,'skeɪ ɹi,
universe,'ju nə vɚs,
universes,'ju nə vɚ sɪz,
upstairs, ʌp 'steɚz,
genius,'ʤi njəs,
geniuses,'ʤi njə sɪz,
dangerous,'deɪn ʤɚ ɹɪs,
nuts, nʌts,
ourselves, ɑɚ 'sɛlvz,
race, ɹeɪs,
races,'ɹeɪ səz,
suggest, səg 'ʤəst,
suggested, sə 'ʤɛ stɪd,
suggesting, sə 'ʤɛ stɪŋ,
suggests, sɪg 'ʤɛs,
sea, si,
seas, siz,
officer,'ɔ fə sɚ,
officers,'ɔ fə sɚz,
meal,'mi əl,
meals, milz,
popular,'pɑ pjə lɚ,
report, ɹə 'poɚt,
reports, ɹɪ 'poɚts,
flight, flaɪt,
flights, flaɪts,
driver,'ʤɹaɪ vɚ,
drivers,'ʤɹaɪ vɚz,
wheel,'wi əl,
wheels, wilz,
dump, dʌmp,
dumped, dʌmt,
dumping,'dʌm pɪŋ,
dumps, dʌmps,
member,'mɛm bɚ,
members,'mɛm bɚz,
yo, joʊ,
add, æd,
added,'æ ɾəd,
adding,'æ dɪŋ,
adds, ædz,
confuse, kən 'fjuz,
confused, kən 'fjuzd,
confuses, kən 'fju zɪz,
confusing, kən 'fju zɪŋ,
form, foɚm,
forms, foɚmz,
government,'gʌ vɚ mɪnt,
governments,'gʌ vɚ mənts,
Sunday,'sʌn deɪ,
Sundays,'sʌn deɪz,
continue, kən 'tɪ nju,
continued, kən 'tɪ njud,
continues, kən 'tɪ njuz,
continuing, kən 'tɪ nju ɪŋ,
event, ə 'vɛnt,
events, ɪ 'vɛnts,
low, loʊ,
lower,'loʊ wɚ,
lowest,'loʊ əst,
quiet,'kwaɪ ɪt,
quieter,'kwaɪ ə ɾɚ,
quietest,'kwaɪ ə ɾəst,
color,'kʌ lɚ,
colors,'kʌ lɚz,
Jewish,'ʤu ɪʃ,
breast, bɹɛst,
breasts, bɹɛsts,
nah, nɑ,
bank, beɪŋk,
banks, bæŋks,
parking,'pɑɚ kɪŋ,
parkings,'pɑɚ kɪŋz,
wild,'waɪ əld,
wilder,'waɪl dɚ,
wildest,'waɪl dɪst,
turkey,'tɚ ki,
blah, blɑ,
thoughts, θɔts,
famous,'feɪ mɪs,
gold, goʊld,
pound, paʊnd,
skin, skɪn,
skins, skɪnz,
rat, ɹæt,
rats, ɹæts,
switch, swɪʧ,
switched, swɪʧt,
switches,'swɪ ʧəz,
switching,'swɪ ʧɪŋ,
tie, taɪ,
ties, taɪz,
career, kə 'ɹiɚ,
careers, kɚ 'ɪ ɚz,
juice, ʤus,
juices,'ʤu səz,
protect, pɹə 'tɛkt,
protected, pɚ 'tɛk tɪd,
protecting, pɚ 'tɛk tɪŋ,
protects, pɚ 'tɛkts,
shame, ʃeɪm,
bottom,'bɑ ɾəm,
bottoms,'bɑ ɾəmz,
Indian,'ɪn di ən,
respect, ɹə 'spɛkt,
respected, ɹɪ 'spɛk tɪd,
respecting, ɹɪ 'spɛk tɪŋ,
respects, ɹə 'spɛkts,
underwear,'ʌn dɚ weɚ,
underwears,'ən dɚ weɚz,
closet,'klɑ zɪt,
closets,'klɑ zəts,
meetings,'mi ɾɪŋz,
sun, sʌn,
suns, sʌnz,
afford, ə 'foɚd,
bald, bɔld,
engage, ɪŋ 'geɪʤ,
engaged, ɛn 'geɪʤd,
engages, ɛn 'geɪ ʤɪz,
engaging, ɪŋ 'geɪ ʤɪŋ,
plant, plænt,
towel,'taʊ wəl,
towels, taʊlz,
bone, boʊn,
mall, mɔl,
malls, mɔlz,
regular,'ɹɛ gjə lɚ,
dig, dɪg,
digging,'dɪ gɪŋ,
dug, dʌg,
fear, fiɚ,
cancer,'kæn sɚ,
discuss, dɪ 'skʌs,
discussed, dɪ 'skʌst,
discusses, dɪ 'skʌ səz,
discussing, dɪ 'skʌ sɪŋ,
fancier,'fæn si ɚ,
fanciest,'fæn si əst,
fancy,'fæn si,
advice, æd 'vaɪs,
center,'sɛ nɚ,'sɛn tɚ
centers,'sɛ nɚz,
controlled, kən 'tɹoʊld,
controlling, kən 'tɹoʊ lɪŋ,
apple,'æ pəl,
apples,'æ pəlz,
everywhere,'ɛ vɹi weɚ,
holiday,'hɑ lə deɪ,
holidays,'hɑ lə deɪz,
cash, kæʃ,
common,'kɑ mɪn,
crush, kɹʌʃ,
crushes,'kɹʌ ʃɪz,
peace, pis,
warn, woɚn,
warned, woɚnd,
warning,'woɚ nɪŋ,
warns, woɚnz,
welcomed,'wɛl kəmd,
welcomes,'wɛl kəmz,
welcoming,'wɛl kə mɪŋ,
adult, ə 'dʌlt,
adults,'æ ɾəlts,
noise, noɪz,
noises,'noɪ zɪz,
rocked, ɹɑkt,
rocking,'ɹɑ kɪŋ,
super,'su pɚ,
bread, bɹɛd,
breads, bɹɛdz,
porn, poɚn,
porns, poɚnz,
type, taɪp,
types, taɪps,
borrow,'bɑ ɹoʊ,
borrowed,'bɑɚ ɹoʊd,
borrowing,'bɑ ɹoʊ ɪŋ,
borrows,'bɑɚ oʊz,
department, də 'pɑɚt mɪnt,
departments, dɪ 'pɑɚt mənts,
plate, pleɪt,
plates, pleɪts,
breathe, bɹið,
breathed, bɹiðd,
breathes, bɹiðz,
breathing,'bɹi ðɪŋ,
classic,'klæ sɪk,
farm, fɑɚm,
disgusting, dɪs 'gʌ stɪŋ,
tall, tɔl,
taller,'tɔ lɚ,
tallest,'tɔ lɪst,
replace, ɹə 'pleɪs,
replaced, ɹi 'pleɪst,
replaces, ɹi 'pleɪ sɪz,
replacing, ɹi 'pleɪ sɪŋ,
somehow,'sʌm haʊ,
theater,'θi ə ɾɚ,
discover, dɪ 'skʌ vɚ,
discovered, dɪ 'skʌ vɚd,
discovering, dɪ 'skʌ vɚ ɪŋ,
discovers, dɪ 'skʌ vɚz,
incredible, ɪn 'kɹɛ ɾə bəl,
plenty,'plɛn ti,
baseball,'beɪs bɔl,
comedy,'kɑ mə di,
enter,'ɛn tɚ,
entered,'ɛn tɚd,
entering,'ɛn tɚ ɹɪŋ,
enters,'ɛn tɚz,'ɛ nɚz
introduce, ɪn tɹə 'dus,
introduced, ɪn tɹə 'dust,
introduces, ɪn tɹə 'du sɪz,
introducing, ɪn tɹə 'du sɪŋ,
whenever, wɛ 'nɛ vɚ,
butter,'bʌ ɾɚ,
possibly,'pɑ sə bli,
sweetheart,'swit hɑɚt,
jail,'ʤeɪ əl,
season,'si zɪn,
seasons,'si zənz,
studied,'stʌ ɾid,
studies,'stʌ ɾiz,
study,'stʌ ɾi,
studying,'stʌ ɾi ɪŋ,
miracle,'miɚ ə kəl,
miracles,'miɚ ə kəlz,
complete, kəm 'plit,
golf, gɑlf,
hook, hʊk,
hooked, hʊkt,
hooking,'hʊ kɪŋ,
perfectly,'pɚ fɪk tli,'pɚ fə kli
stare, steɚ,
stared, steɚd,
staring,'steɚ ɹɪŋ,
flag, flæg,
flags, flægz,
jeez, ʤiz,
roommate,'ɹu meɪt,
roommates,'ɹu meɪts,
ship, ʃɪp,
ships, ʃɪps,
wood, wʊd,
woods, wʊdz,
actor,'æk tɚ,
actors,'æk tɚz,
prize, pɹaɪz,
prizes,'pɹaɪ zəz,
corner,'koɚ nɚ,
corners,'koɚ nɚz,
fourth, foɚθ,
sneak, snik,
piss, pɪs,
pissed, pɪst,
pisses,'pɪ sɪz,
pissing,'pɪ sɪŋ,
pocket,'pɑ kɪt,
tip, tɪp,
tips, tɪps,
lately,'leɪ tli,
queen, kwin,
tear, teɚ,
tearing,'teɚ ɹɪŋ,
tears,'tɪ ɚz,
tore, toɚ,
torn, toɚn,
especially, ə 'spɛ ʃə li,
laid, leɪd,
laying,'leɪ ɪŋ,
lays, leɪz,
pressure,'pɹɛ ʃɚ,
rip, ɹɪp,
ripped, ɹɪpt,
ripping,'ɹɪ pɪŋ,
rips, ɹɪps,
assistant, ə 'sɪ stɪnt,
assistants, ə 'sɪ stənts,
camp, kæmp,
judge, ʤʌʤ,
judges,'ʤʌ ʤɪz,
north, noɚθ,
often,'ɔ fɪn,
Halloween, hæ lə 'win,
vacation, veɪ 'keɪ ʃən,
vacations, veɪ 'keɪ ʃənz,
impossible, ɪm 'pɑ sə bəl,
square, skweɚ,
squares,'skweɪ ɚz,
grandma,'gɹæ mɑ,
grandmas,'gɹæ mɑz,
gross, gɹoʊs,
grossest,'gɹoʊ sɪst,
pal, pæl,
pals, pælz,
smile,'smaɪ əl,
smiled, smaɪld,
smiles,'smaɪ əlz,
smiling,'smaɪ lɪŋ,
speech, spiʧ,
speeches,'spi ʧəz,
beach, biʧ,
beaches,'bi ʧəz,
bust, bʌst,
busted,'bʌ stɪd,
busts, bʌsts,
communities, kə 'mju nə ɾiz,
community, kə 'mju nɪ ti,
handsome,'hæn səm,
safety,'seɪf ti,
tested,'tɛ stɪd,
testing,'tɛ stɪŋ,
gym, ʤɪm,
toast, toʊst,
toasts, toʊsts,
disease, də 'ziz,
diseases, dɪ 'zi zəz,
paint, peɪnt,
painted,'peɪn tɪd,
painting,'peɪn tɪŋ,
themselves, ðɛm 'sɛlvz,
Monday,'mʌn deɪ,
Mondays,'mʌn deɪz,
pack, pæk,
packed, pækt,
packing,'pæ kɪŋ,
packs, pæks,
punch, pʌnʧ,
punched, pʌnʧt,
punches,'pʌn ʧɪz,
punching,'pʌn ʧɪŋ,
customer,'kʌ stə mɚ,
customers,'kʌ stə mɚz,
healthier,'hɛl θi ɚ,
healthiest,'hɛl θi ɪst,
healthy,'hɛl θi,
invent, ɪn 'vɛnt,
invented, ɪn 'vɛn təd,
inventing, ɪn 'vɛn tɪŋ,
princess,'pɹɪn sɛs,
princesses,'pɹɪn sɛ sɪz,
merry,'mɛ ɹi,
someday,'sʌm deɪ,
blind, blaɪnd,
certain,'sɚ tən,
solve, sɑlv,
solved, sɑlvd,
solves, sɑlvz,
solving,'sɑl vɪŋ,
sweater,'swɛ ɾɚ,
sweaters,'swɛ ɾɚz,
terrific, tə 'ɹɪ fɪk,
wet, wɛt,
wetter,'wɛ ɾɚ,
wettest,'wɛ ɾəst,
attack, ʌ 'tæk,
attacks, ə 'tæks,
beg, bɛg,
begged, bɛgd,
begging,'bɛ gɪŋ,
begs, bɛgz,
cigarette,'sɪ gɚ ɹɛt,
sugar,'ʃʊ gɚ,
uhh, ʌ,
weekend,'wi kɛnd,
weekends,'wi kɛnz,
sock, sɑk,
socks, sɑks,
sox / socks, sɑks,
emergency, ə 'mɚ ʤən si,
mood, mud,
peanut,'pi nət,
peanuts,'pi nəts,
stage, steɪʤ,
stages,'steɪ ʤəz,
tight, taɪt,
tighter,'taɪ ɾɚ,
tightest,'taɪ ɾəst,
gum, gʌm,
gums, gʌmz,
moon, mun,
moons, munz,
nature,'neɪ ʧɚ,
program,'pɹoʊ gɹæm,
programs,'pɹoʊ gɹæmz,
angel,'eɪn ʤəl,
corporate,'koɚ pɹɪt,
damned, dæmd,
exist, ɪg 'zɪst,
existed, ɪg 'zɪ stəd,
existing, ɪg 'zɪ stɪŋ,
exists, ɪg 'zɪsts,
ghost, goʊst,
sauce, sɔs,
sauces,'sɔ səz,
stomach,'stʌ mɪk,
block, blɑk,
blocks, blɑks,
herself, hɚ 'sɛlf,
murder,'mɚ ɾɚ,
murders,'mɚ ɾɚz,
speed, spid,
speeds, spidz,
Jesus,'ʤi zəs,
mix, mɪks,
mixed, mɪkst,
mixes,'mɪk səz,
mixing,'mɪk sɪŋ,
track, tɹæk,
tracks, tɹæks,
opportunities, ɑ pɚ 'tu nə ɾiz,
opportunity, ɑ pɚ 'tu nɪ ɾi,
societies, sə 'saɪ ə ɾiz,
society, sə 'saɪ ə ɾi,
whoo-hoo,'wu hu,
upon, ə 'pɑn,
difficult,'dɪ fɪ kəlt,
killer,'kɪ lɚ,
killers,'kɪ lɚz,
lip, lɪp,
lips, lɪps,
market,'mɑɚ kɪt,
markets,'mɑɚ kəts,
goodness,'gʊd nɪs,
pillow,'pɪ loʊ,
tied, taɪd,
tying,'taɪ ɪŋ,
arrive, ə 'ɹaɪv,
arrived, ɚ 'aɪvd,
arrives, ɚ 'aɪvz,
arriving, ə 'ɹaɪ vɪŋ,
mountain,'maʊn tɪn,
slip, slɪp,
slipped, slɪpt,
slipping,'slɪ pɪŋ,
belt, bɛlt,
museum, mju 'zi əm,
oil,'oɪ ɚl,
press, pɹɛs,
pressed, pɹɛst,
presses,'pɹɛ səz,
pressing,'pɹɛ sɪŋ,
airplane,'eɚ pleɪn,
airport,'eɚ poɚt,
honestly,'ɑ nə sli,
contest,'kɑn tɛst,
fabulous,'fæ bjə ləs,
spell, spɛl,
spelled, spɛld,
spelling,'spɛ lɪŋ,
spells, spɛlz,
whoever, hu 'wɛ vɚ,
bell, bɛl,
bells, bɛlz,
friendship,'fɹɛn ʃɪp,
national,'næ ʃə nəl,
alien,'eɪ li jən,
dreamed, dɹimd,
dreaming,'dɹi mɪŋ,
fool,'fu əl,
fools, fulz,
bless, blɛs,
blessed, blɛst,
blesses,'blɛ sɪz,
blessing,'blɛ sɪŋ,
cartoon, kɑɚ 'tun,
near, niɚ,
swam, swæm,
swim, swɪm,
swimming,'swɪ mɪŋ,
swims, swɪmz,
swum, swʌm,
burger,'bɚ gɚ,
burgers,'bɚ gɚz,
fruit, fɹut,
fruits, fɹuts,
roof, ɹuf,
theories,'θiɚ iz,
theory,'θiɚ ɹi,
according, ə 'koɚ dɪŋ,
guilty,'gɪl ti,
potato, pə 'teɪ ɾoʊ,
potatoes, pə 'teɪ ɾoʊz,
dish, dɪʃ,
dishes,'dɪ ʃɪz,
uncomfortable, ʌn 'kʌmf tə bəl,
wrap, ɹæp,
wrapped, ɹæpt,
wrapping,'ɹæ pɪŋ,
wraps, ɹæps,
cheap, ʧip,
cheaper,'ʧi pɚ,
cheapest,'ʧi pəst,
employee, ɪm plɔ 'ji,
employees, ɛm 'ploɪ iz,
interview,'ɪn tɚ vju,
interviews,'ɪ nɚ vjuz,
perform, pɚ 'foɚm,
performed, pɚ 'foɚmd,
performing, pɚ 'foɚ mɪŋ,
performs, pɚ 'foɚmz,
spring, spɹɪŋ,
springs, spɚ 'ɪŋz,
text, tɛkst,
texted,'tɛk stɪd,
texting,'tɛk stɪŋ,
texts, tɛksts,
tour, toɚ,
awkward,'ɔ kwɚd,
expensive, ɪk 'spɛn sɪv,
unfortunately, ʌn 'foɚ ʧə nə tli,
purse, pɚs,
charged, ʧɑɚʤd,
charging,'ʧɑɚ ʤɪŋ,
divorce, dɪ 'voɚs,
rang, ɹeɪŋ,
ringing,'ɹɪŋ ɪŋ,
rung, ɹʌŋ,
bra, bɹɑ,
bras, bɹæs,
brown, bɹaʊn,
duck, dʌk,
English,'ɪŋ glɪʃ,
celebrities, sə 'lɛ bɹɪ ɾiz,
celebrity, sə 'lɛ bɹɪ ɾi,
double,'dʌ bəl,
period,'piɚ i ɪd,
periods,'pɪ ɹi ədz,
rent, ɹɛnt,
rented,'ɹɛn tɪd,
renting,'ɹɛn tɪŋ,
rents, ɹɛnts,
barely,'beɚ li,
bye-bye,'baɪ baɪ,
chip, ʧɪp,
chips, ʧɪps,
ignore, ɪg 'noɚ,
ignored, ɪg 'noɚd,
ignores, ɪg 'noɚz,
ignoring, ɪg 'nɔ ɹɪŋ,
language,'leɪŋ gwɪʤ,
languages,'læŋ gwə ʤəz,
laundry,'lɔn dɹi,
social,'soʊ ʃəl,
soft, sɔft,
softer,'sɑf tɚ,
softest,'sɔf təst,
apologies, ə 'pɑ lə ʤiz,
apology, ʌ 'pɑ lə ʤi,
concert,'kɑn sɚt,
disappoint, dɪ sə 'poɪnt,
disappointed, dɪ sə 'poɪn tɪd,
disappointing, dɪ sə 'poɪn tɪŋ,
disappoints, dɪ sə 'poɪnts,
knife, naɪf,
knives, naɪvz,
hilarious, hɪ 'leɚ i əs,
judged, ʤʌʤd,
judging,'ʤʌ ʤɪŋ,
blanket,'bleɪŋ kɪt,
comic,'kɑ mɪk,
leader,'li ɾɚ,
leaders,'li ɾɚz,
local,'loʊ kəl,
neighborhood,'neɪ bɚ hʊd,
trap, tɹæp,
trapped, tɹæpt,
trapping,'tɹæ pɪŋ,
traps, tɹæps,
West, wɛst,
bury,'bɛ ɹi,
whore, hoɚ,
whores, hoɚz,
cross, kɹɔs,
crossed, kɹɔst,
crosses,'kɹɔ sɪz,
crossing,'kɹɔ sɪŋ,
sheet, ʃit,
sheets, ʃits,"(tkp ends in s, not z; taken by papa)"
suffer,'sʌ fɚ,
suffered,'sʌ fɚd,
suffering,'sʌ fɚ ɹɪŋ,
suffers,'sʌ fɚz,
tax, tæks,
taxes,'tæk sɪz,
bath, bæθ,
baths, bæθs,
receive, ɹə 'siv,
received, ɹə 'sivd,
receives, ɹə 'sivz,
receiving, ɹə 'si vɪŋ,
sometime,'sʌm taɪm,
split, splɪt,
splits, splɪts,
splitting,'splɪ ɾɪŋ,
soda,'soʊ ɾʌ,
sodas,'soʊ ɾəz,
talent,'tæ lənt,
talents,'tæ lənts,
account, ʌ 'kaʊnt,
accounts, ə 'kaʊnts,
convince, kən 'vɪns,
convinced, kən 'vɪnst,
convinces, kən 'vɪn sɪz,
convincing, kən 'vɪn sɪŋ,
dessert, dɪ 'zɚt,
desserts, dɪ 'zɚts,
purpose,'pɚ pɪs,
purposes,'pɚ pə səz,
reported, ɹi 'poɚ tɪd,
reporting, ɹə 'poɚ ɾɪŋ,
weak, wik,
weaker,'wi kɚ,
weakest,'wi kəst,
cheer, ʧiɚ,
cheered,'ʧɪ ɚd,
cheering,'ʧiɚ ɪŋ,
cheers, ʧiɚz,
support, sə 'poɚt,
supported, sə 'poɚ tɪd,
supporting, sə 'poɚ tɪŋ,
supports, sə 'poɚts,
research,'ɹi sɚʧ,
tongue, tʌŋ,
tongues, tʌŋz,
Valentine,'væ lən taɪn,
valentines,'væ lən taɪnz,
pill, pɪl,
pills, pɪlz,
snake, sneɪk,
battle,'bæ ɾəl,
battles,'bæ ɾəlz,
license,'laɪ səns,
licenses,'laɪ sən sɪz,
nut, nʌt,
health, hɛlθ,
natural,'næ ʧɹəl,
gorgeous,'goɚ ʤɪs,
steak, steɪk,
steaks, steɪks,
vagina, və 'ʤaɪ nə,
audience,'ɔ di əns,
knee, ni,
knees, niz,
term, tɚm,
terms, tɚmz,
score, skoɚ,
scores, skoɚz,
sue, su,
sued, sud,
sues, suz,
suing,'su ɪŋ,
whether,'wɛ ðɚ,
artist,'ɑɚ tɪst,
attacked, ə 'tækt,
attacking, ə 'tæ kɪŋ,
bang, bæŋ,
banged, bæŋd,
banging,'beɪŋ ɪŋ,
bean, bin,
beans, binz,
onto,'ɑn tu,
attractive, ə 'ʧɹæk tɪv,
breath, bɹɛθ,
breaths, bɹɛθs,
empty,'ɛmp ti,
lonelier,'loʊn li ɚ,
loneliest,'loʊn li əst,
lonely,'loʊn li,
paintings,'peɪn tɪŋz,
truly,'ʧɹu li,
armies,'ɑɚ miz,
army,'ɑɚ mi,
avoid, ə 'voɪd,
avoided, ə 'voɪ ɾɪd,
avoiding, ʌ 'voɪ ɾɪŋ,
avoids, ə 'voɪdz,
gang, geɪŋ,
gangs, gæŋz,
land, lænd,
landed,'læn dəd,
landing,'læn dɪŋ,
lands, lændz,
nerd, nɚd,
slap, slæp,
slapped, slæpt,
slapping,'slæ pɪŋ,
appointment, ʌ 'poɪnt mɪnt,
appointments, ə 'poɪnt mənts,
dick, dɪk,
dicks, dɪks,
lesbian,'lɛz bi ɪn,
lesbians,'lɛz bi ənz,
outfit,'aʊt fɪt,
outfits,'aʊt fɪts,
adventure, æd 'vɛn ʧɚ,
adventures, æd 'vɛn ʧɚz,
devil,'dɛ vəl,
devils,'dɛ vəlz,
liar,'laɪ jɚ,
liars,'laɪ ɚz,
nurse, nɚs,
nurses,'nɚ səz,
pot, pɑt,
pots, pɑts,
responsible, ɹə 'spɑn sə bəl,
salesman,'seɪlz mən,
salesmen,'seɪlz mɪn,
slow, sloʊ,
slower,'sloʊ ɚ,
slowest,'sloʊ əst,
wallet,'wɑ lɪt,
wallets,'wɔ ləts,
commit, kə 'mɪt,
commits, kə 'mɪts,
committed, kə 'mɪ ɾɪd,
committing, kə 'mɪ ɾɪŋ,
example, ɪg 'zæm pəl,
examples, ɪg 'zæm pəlz,
faked, feɪkt,
fakes, feɪks,
faking,'feɪ kɪŋ,
obvious,'ɑb vi əs,
pirate,'paɪ ɹət,
pirates,'paɪ ɹəts,
radio,'ɹeɪ di oʊ,
radios,'ɹeɪ ɾi oʊz,
chase, ʧeɪs,
chased, ʧeɪst,
chases,'ʧeɪ səz,
chasing,'ʧeɪ sɪŋ,
due, du,
familiar, fə 'mɪ ljɚ,
homework,'hoʊ mwɚk,
birth, bɚθ,
Canadian, kə 'neɪ ɾi ən,
favorites,'feɪ vɚ ɪts,
prefer, pɹə 'fɚ,
preferred, pɹə 'fɚd,
prefers, pɹə 'fɚz,
rub, ɹʌb,
rubbed, ɹʌbd,
rubbing,'ɹʌ bɪŋ,
rubs, ɹʌbz,
skies, skaɪz,
sky, skaɪ,
basically,'beɪ sɪ kli,
coach, koʊʧ,
coaches,'koʊ ʧɪz,
deliver, dɪ 'lɪ vɚ,
delivered, dɪ 'lɪ vɚd,
delivering, dɪ 'lɪ vɚ ɪŋ,
delivers, dɪ 'lɪ vɚz,
lab, læb,
laboratories,'læ bɹə tɔ ɹiz,
laboratory,'læ bɹə toɚ i,
labs, læbz,
address,'æ ʤɹɛs, ə 'dɹɛs
addresses,'æ ʤɹɛ sɪz, ə 'ʤɹɛ sɪz
lift, lɪft,
lifted,'lɪf təd,
lifting,'lɪf tɪŋ,
lifts, lɪfts,
concern, kən 'sɚn,
concerned, kən 'sɚnd,
concerning, kən 'sɚ nɪŋ,
concerns, kən 'sɚnz,
eleven, ə 'lɛ vɪn,
round, ɹaʊnd,
rounds, ɹaʊnz,
guard, gɑɚd,
guards, gɑɚdz,
contact,'kɑn tækt,
contacts,'kɑn tæks,
package,'pæ kɪʤ,
packages,'pæ kə ʤəz,
sixties,'sɪk stiz,
sixty,'sɪk sti,
travel,'ʧɹæ vəl,
traveled,'ʧɹæ vəld,
